x y
-31589.9 11039.4
-38154.9 -39441.6
-41048.7 22923
94171.1 76693.7
83532.9 -13189.9
-34415 71047.2
98634.6 -5533.67
71845.1 -10082.5
67382 38986.2
79364.9 14074.2
95150.3 -99364.4
-30399.7 -38937.4
72855 -40101.1
45730.9 -31469.5
57368.3 31508
-94963.3 -74221.6
-57452.6 -33118.2
-13663.2 1498.69
89804.8 -19492.1
-21807.6 73337.7
67318 43777.4
44384.9 65952.7
-61756.3 16230
-44129.8 -94374.3
-44783.8 -64764.9
19700 -49633.5
-64129.3 89300.3
11429.1 -91274.3
-50800.9 -42840
-22743.8 -93432.6
88668.1 -17707.2
-67654.2 -68784.6
49174.6 18682.7
32714.1 38979.4
99190.6 -89093.5
12317.1 66508.6
54683.9 -43298
32461.2 92927.6
72932.1 88331.4
98553.3 -71851.7
-76433.5 18253.3
-21485.2 -40562.8
7553.55 89943.9
-31837.1 56752.7
-52896.1 45419.1
63320.1 -64228
-72288.1 95665.9
-33012.6 76886.5
14348.6 99701.6
15865.9 13539.1
-89391.9 -71817
-19952.3 65292
-15114.9 -87491
58219.6 -42182.9
-99159.6 56772.9
-14034.6 -75593.1
-24973.8 64480.2
-16155.9 82579.8
54424.1 52007.1
39332.5 -98472
-2573.84 2652.56
-62700 25138.1
-1681.53 4287.42
2024.64 -87333
3988.98 -82109.4
26206.2 14597.1
-53926.4 -93746.1
-20110.9 30958.7
-81237.2 -61891.3
88775.8 -80396.8
94881.7 -25258.7
-55989.9 -30092.1
-60778.6 27854.3
-47512.3 93645.5
-20138.7 91820.1
95173.5 77287.5
-5527.31 -67526.5
2425.6 92791.2
36760.9 -95549.8
-94541.8 -59250.1
-77659.2 31664.4
55347 -31585.5
37918.3 -64763.9
99373.2 56681.1
-26655.2 88149
76284.4 -31773.5
-37109.7 -79705.5
38134.4 2111.72
48148.8 90622.1
-4242.77 -71989.9
82442.2 -9069.24
-94702.4 -23085.1
23404.3 7723.21
-30294 -39834.8
12173.5 -24835.8
915.161 34514.3
-93171.4 -43737.8
-97071.2 44746.9
-8501.71 -97698.1
1428.02 64843.1
90451 -22287.6
-66930.4 -46658.8
-1993.13 71204
55453 -53844.4
61826.1 -48789.8
-25834.2 44268.3
42141 -20536.6
-78816.8 -34454.7
87186.6 -9110.81
25710.5 -639.962
66053.4 -73374.4
-66125.7 72882.1
-17112.2 -63196.9
17628.9 74386.1
-60895 -80943
39229.2 -70444
-3230.66 72298.9
-17102.7 94776.2
43502.9 -61649.8
-59068.1 5328.98
-10439.6 15097.6
-50402.7 -68298.6
94561 -29219.6
-2753.37 81747.6
61669.6 -77042.9
-18892.4 27723
-50417.2 14981.9
605.074 32470.6
51785 -81766
6856.7 90890.1
-62709 -53914.1
-79553.9 34060.3
-81615.2 3343.33
28836.6 61887.7
41693.5 69768.4
-32783.3 -68746
-15134 16813.9
-37044.7 -20573
87594.4 60202
-38825.5 49264
83159.1 42282.1
-23013 -67258.1
-42735.9 77592.1
65212.4 -90950.9
95826.1 -27930.9
99939.1 -66882.9
18155.1 -79614.8
67177.4 36539.9
